Id_Cliente,Nome Cliente,Estado,Codigo_IBGE,Id_Transportador,Nome Transportador,Nota Fiscal,Qtd Volumes,Valor Nota Fiscal,Prazo Contratado,Data Expedição,Data Entrega,Ocorrência de Entrega,Prazo Entrega,On Time,In Full
443,Marcelo das Neves,Bahia,29,10,Rocha Ribeiro e Filhos,2239,48,737.56,16,2023-11-08,2023-11-12,Entrega com Avaria,4,On Time,Avaria
449,Dra. Yasmin Gonçalves,Distrito Federal,53,10,Rocha Ribeiro e Filhos,365,41,2385.25,17,2023-12-24,2023-12-31,Entrega com Avaria,7,On Time,Avaria
449,Dra. Yasmin Gonçalves,Distrito Federal,53,10,Rocha Ribeiro e Filhos,372,36,1245.43,11,2023-02-03,2023-02-24,Entrega com Avaria,21,Late Time,Avaria
454,Lucas Correia,Rondônia,11,10,Rocha Ribeiro e Filhos,136,23,377.45,15,2023-09-02,2023-09-16,Entrega com Avaria,14,On Time,Avaria
463,Lara Pires,Bahia,29,10,Rocha Ribeiro e Filhos,446,26,2535.69,4,2023-10-04,2023-10-31,Sem Ocorrência,27,Late Time,Avaria
466,Dr. Anthony Barros,Paraná,41,10,Rocha Ribeiro e Filhos,1171,9,3777.55,9,2023-06-09,2023-06-19,Entrega com Avaria,10,Late Time,Avaria
470,Nicolas Moraes,Pernambuco,26,10,Rocha Ribeiro e Filhos,877,42,2376.71,22,2023-05-17,2023-06-01,Sem Ocorrência,15,On Time,In Full
471,Srta. Alice Dias,Goiás,52,10,Rocha Ribeiro e Filhos,932,51,1994.9,40,2023-04-18,2023-04-29,Sem Ocorrência,11,On Time,In Full
479,Manuela Martins,Ceará,23,10,Rocha Ribeiro e Filhos,1336,20,1087.75,35,2023-07-29,2023-08-19,Entrega com Avaria,21,On Time,Avaria
480,Sr. Davi Lucas Peixoto,Rio Grande do Norte,24,10,Rocha Ribeiro e Filhos,1178,22,347.34,27,2023-10-08,2023-10-27,Entrega com Avaria,19,On Time,Avaria
498,João Gabriel da Cunha,Mato Grosso,51,10,Rocha Ribeiro e Filhos,1486,18,2888.54,17,2023-10-21,2023-11-11,Entrega com Avaria,21,Late Time,Avaria
4,Igor Martins,Rio de Janeiro,33,2,Nascimento,460,47,250.24,22,2023-09-24,2023-10-23,Sem Ocorrência,29,Late Time,Avaria
4,Igor Martins,Rio de Janeiro,33,2,Nascimento,968,36,246.93,40,2023-08-09,2023-08-12,Entrega com Avaria,3,On Time,Avaria
4,Igor Martins,Rio de Janeiro,33,2,Nascimento,2128,10,4812.18,32,2023-10-21,2023-10-28,Sem Ocorrência,7,On Time,In Full
7,Dr. Nathan Costela,Mato Grosso,51,2,Nascimento,938,6,3155.49,30,2023-02-15,2023-03-05,Entrega com Avaria,18,On Time,Avaria
10,Renan da Rosa,Maranhão,21,2,Nascimento,242,8,233.34,3,2023-10-11,2023-10-18,Sem Ocorrência,7,Late Time,Avaria
12,Eduardo Sales,Maranhão,21,2,Nascimento,433,47,2765.13,11,2023-02-26,2023-03-15,Sem Ocorrência,17,Late Time,Avaria
16,Davi Lucas Rodrigues,Distrito Federal,53,2,Nascimento,1524,1,2074.96,37,2023-02-10,2023-03-03,Entrega com Avaria,21,On Time,Avaria
18,Calebe Rezende,Roraima,14,2,Nascimento,2450,13,1220.97,21,2023-07-06,2023-07-11,Sem Ocorrência,5,On Time,In Full
21,Sr. Theo Barros,Paraná,41,2,Nascimento,1800,46,4811.46,15,2023-03-25,2023-04-02,Sem Ocorrência,8,On Time,In Full
22,Sr. Otávio Cunha,Tocantins,17,2,Nascimento,2356,19,928.28,5,2023-09-13,2023-10-06,Sem Ocorrência,23,Late Time,Avaria
23,Ryan Ferreira,Rio Grande do Sul,43,2,Nascimento,1252,29,1944.51,27,2023-12-21,2023-12-31,Sem Ocorrência,10,On Time,In Full
24,Luigi Fernandes,Distrito Federal,53,2,Nascimento,1194,40,2801.03,22,2023-10-08,2023-10-29,Sem Ocorrência,21,On Time,In Full
24,Luigi Fernandes,Distrito Federal,53,2,Nascimento,1376,20,3312.05,27,2023-06-19,2023-06-23,Entrega com Avaria,4,On Time,Avaria
26,Srta. Mariana Cardoso,Amazonas,13,2,Nascimento,131,51,3437.72,12,2023-04-26,2023-05-26,Entrega com Avaria,30,Late Time,Avaria
30,Helena Santos,Amazonas,13,2,Nascimento,97,17,2896.18,26,2023-06-29,2023-07-19,Entrega com Avaria,20,On Time,Avaria
34,Calebe Martins,Bahia,29,2,Nascimento,2410,51,985.4,16,2023-07-12,2023-07-22,Entrega com Avaria,10,On Time,Avaria
37,Bryan Mendes,Sergipe,28,2,Nascimento,1400,41,4318.77,32,2023-12-06,2023-12-25,Sem Ocorrência,19,On Time,In Full
41,Emanuelly Melo,Amapá,16,2,Nascimento,1067,35,5023.4,37,2023-04-25,2023-05-15,Sem Ocorrência,20,On Time,In Full
43,Isis Azevedo,Rondônia,11,2,Nascimento,50,49,2962.21,20,2023-12-31,2023-12-31,Entrega com Avaria,0,On Time,Avaria
43,Isis Azevedo,Rondônia,11,2,Nascimento,361,40,336.01,10,2023-08-25,2023-09-12,Sem Ocorrência,18,Late Time,Avaria
44,Mirella Porto,Alagoas,27,2,Nascimento,1877,28,145.49,33,2023-09-07,2023-10-01,Sem Ocorrência,24,On Time,In Full
45,Sophia Farias,Alagoas,27,2,Nascimento,1638,6,3030.12,25,2023-06-05,2023-06-20,Entrega com Avaria,15,On Time,Avaria
47,Laura Freitas,Piauí,22,2,Nascimento,69,18,3462.98,40,2023-08-29,2023-09-04,Entrega com Avaria,6,On Time,Avaria
47,Laura Freitas,Piauí,22,2,Nascimento,1015,12,1581.37,30,2023-11-07,2023-11-14,Sem Ocorrência,7,On Time,In Full
47,Laura Freitas,Piauí,22,2,Nascimento,2320,21,1276.56,17,2023-05-02,2023-05-24,Sem Ocorrência,22,Late Time,Avaria
48,Nina Lopes,Santa Catarina,42,2,Nascimento,828,34,4499.78,27,2023-07-05,2023-07-08,Sem Ocorrência,3,On Time,In Full
52,Guilherme Rocha,Minas Gerais,31,2,Nascimento,1405,13,2622.15,31,2023-11-21,2023-12-12,Entrega com Avaria,21,On Time,Avaria
59,Ana Clara da Luz,Bahia,29,2,Nascimento,2453,19,579.43,14,2023-09-08,2023-10-02,Entrega com Avaria,24,Late Time,Avaria
61,Thiago Viana,Maranhão,21,2,Nascimento,1798,46,4449.4,13,2023-10-01,2023-10-09,Sem Ocorrência,8,On Time,In Full
62,João Pedro Jesus,Bahia,29,2,Nascimento,1298,28,2115.15,26,2023-03-30,2023-04-27,Sem Ocorrência,28,Late Time,Avaria
67,Joaquim das Neves,Roraima,14,2,Nascimento,1681,33,670.85,8,2023-11-16,2023-11-19,Entrega com Avaria,3,On Time,Avaria
68,Carlos Eduardo Freitas,Bahia,29,2,Nascimento,402,27,3031.2,2,2023-07-02,2023-07-20,Sem Ocorrência,18,Late Time,Avaria
70,Thomas Aragão,Sergipe,28,2,Nascimento,1910,19,1120.03,1,2023-03-02,2023-03-09,Entrega com Avaria,7,Late Time,Avaria
72,Letícia Oliveira,Amazonas,13,2,Nascimento,2353,48,3510.0,23,2023-08-05,2023-08-18,Entrega com Avaria,13,On Time,Avaria
75,Nicole Azevedo,Distrito Federal,53,2,Nascimento,2357,40,3304.02,40,2023-10-11,2023-11-05,Entrega com Avaria,25,On Time,Avaria
76,Antônio Azevedo,Distrito Federal,53,2,Nascimento,274,39,4151.5,21,2023-03-31,2023-04-10,Entrega com Avaria,10,On Time,Avaria
78,Ana Júlia Vieira,Roraima,14,2,Nascimento,1181,36,4249.2,17,2023-05-13,2023-06-10,Entrega com Avaria,28,Late Time,Avaria
80,Cauê Ramos,Ceará,23,2,Nascimento,1528,21,724.26,11,2023-01-25,2023-01-28,Sem Ocorrência,3,On Time,In Full
88,Guilherme Carvalho,Alagoas,27,2,Nascimento,392,8,960.42,13,2023-02-23,2023-03-15,Sem Ocorrência,20,Late Time,Avaria
89,Matheus Ribeiro,Pará,15,2,Nascimento,84,35,294.12,28,2023-02-04,2023-02-24,Entrega com Avaria,20,On Time,Avaria
96,Juan Cardoso,Rondônia,11,2,Nascimento,1745,18,1275.98,33,2023-08-22,2023-08-29,Sem Ocorrência,7,On Time,In Full
97,Joaquim Cavalcanti,São Paulo,35,2,Nascimento,902,37,362.42,20,2023-06-06,2023-06-25,Entrega com Avaria,19,On Time,Avaria
99,Paulo Santos,Distrito Federal,53,2,Nascimento,1222,5,2838.38,35,2023-10-22,2023-10-26,Entrega com Avaria,4,On Time,Avaria
101,Vitor Hugo Nascimento,Paraná,41,2,Nascimento,2493,31,953.49,38,2023-09-29,2023-10-20,Sem Ocorrência,21,On Time,In Full
102,João Vitor Peixoto,Minas Gerais,31,2,Nascimento,2134,30,3552.52,2,2023-11-29,2023-12-14,Entrega com Avaria,15,Late Time,Avaria
107,Stella da Mota,Mato Grosso,51,2,Nascimento,523,18,1228.63,27,2023-05-09,2023-05-19,Sem Ocorrência,10,On Time,In Full
107,Stella da Mota,Mato Grosso,51,2,Nascimento,699,27,4721.15,25,2023-08-20,2023-08-21,Entrega com Avaria,1,On Time,Avaria
109,Ana Luiza Martins,Goiás,52,2,Nascimento,200,1,4008.69,10,2023-11-24,2023-12-11,Sem Ocorrência,17,Late Time,Avaria
111,Sabrina Alves,Paraíba,25,2,Nascimento,967,33,2794.18,15,2023-09-02,2023-09-30,Entrega com Avaria,28,Late Time,Avaria
112,Pedro Miguel Rezende,Minas Gerais,31,2,Nascimento,972,47,1862.26,4,2023-06-08,2023-06-24,Entrega com Avaria,16,Late Time,Avaria
113,Kaique Aragão,Mato Grosso do Sul,50,2,Nascimento,87,47,3597.23,33,2023-07-02,2023-08-01,Entrega com Avaria,30,On Time,Avaria
126,Evelyn Cardoso,Rio Grande do Sul,43,2,Nascimento,1680,26,957.83,26,2023-09-20,2023-09-27,Entrega com Avaria,7,On Time,Avaria
127,Maria da Cunha,Ceará,23,2,Nascimento,941,42,3402.88,9,2023-09-09,2023-09-15,Sem Ocorrência,6,On Time,In Full
128,Enzo Costa,Alagoas,27,2,Nascimento,2188,6,4097.7,1,2023-03-17,2023-03-25,Sem Ocorrência,8,Late Time,Avaria
135,Larissa Silveira,Bahia,29,2,Nascimento,755,28,4579.6,4,2023-10-20,2023-11-16,Sem Ocorrência,27,Late Time,Avaria
135,Larissa Silveira,Bahia,29,2,Nascimento,1285,15,2794.62,35,2023-06-01,2023-06-25,Entrega com Avaria,24,On Time,Avaria
141,Srta. Juliana Lopes,São Paulo,35,2,Nascimento,1257,39,4189.77,15,2023-02-22,2023-03-09,Entrega com Avaria,15,On Time,Avaria
142,Sophia Novaes,São Paulo,35,2,Nascimento,1583,5,2139.0,36,2023-11-01,2023-11-02,Entrega com Avaria,1,On Time,Avaria
143,Levi Santos,Alagoas,27,2,Nascimento,1151,45,57.67,35,2023-07-30,2023-08-19,Sem Ocorrência,20,On Time,In Full
151,Pedro Miguel Rodrigues,Amazonas,13,2,Nascimento,1028,11,61.75,17,2023-11-28,2023-11-30,Entrega com Avaria,2,On Time,Avaria
151,Pedro Miguel Rodrigues,Amazonas,13,2,Nascimento,2246,48,4652.73,29,2023-03-19,2023-04-10,Sem Ocorrência,22,On Time,In Full
152,Cauã Aragão,Ceará,23,2,Nascimento,557,26,4020.94,29,2023-05-16,2023-05-31,Entrega com Avaria,15,On Time,Avaria
155,Kamilly Campos,Rio Grande do Norte,24,2,Nascimento,973,8,1020.39,32,2023-02-07,2023-03-02,Entrega com Avaria,23,On Time,Avaria
158,Sra. Ana Beatriz Moura,Amazonas,13,2,Nascimento,2413,24,2615.82,24,2023-10-24,2023-11-22,Sem Ocorrência,29,Late Time,Avaria
165,Clarice Fernandes,Amazonas,13,2,Nascimento,1578,6,2058.04,40,2023-08-17,2023-08-30,Entrega com Avaria,13,On Time,Avaria
165,Clarice Fernandes,Amazonas,13,2,Nascimento,2077,11,1401.06,19,2023-03-09,2023-03-16,Sem Ocorrência,7,On Time,In Full
172,Lorenzo Moura,Bahia,29,2,Nascimento,2481,28,3497.45,15,2023-02-17,2023-03-19,Entrega com Avaria,30,Late Time,Avaria
175,Sra. Kamilly Viana,Santa Catarina,42,2,Nascimento,845,21,3912.98,8,2023-09-19,2023-09-24,Entrega com Avaria,5,On Time,Avaria
179,Manuela da Luz,Santa Catarina,42,2,Nascimento,673,25,1924.78,18,2023-02-25,2023-03-11,Sem Ocorrência,14,On Time,In Full
179,Manuela da Luz,Santa Catarina,42,2,Nascimento,1587,7,4652.69,2,2023-05-02,2023-05-14,Sem Ocorrência,12,Late Time,Avaria
181,Natália Vieira,Mato Grosso,51,2,Nascimento,1471,9,541.39,35,2023-05-10,2023-05-13,Sem Ocorrência,3,On Time,In Full
186,João Pedro das Neves,Maranhão,21,2,Nascimento,2434,22,1454.44,30,2023-06-10,2023-07-04,Sem Ocorrência,24,On Time,In Full
203,Sra. Maria Clara Silveira,Mato Grosso,51,2,Nascimento,1093,37,3188.94,8,2023-09-02,2023-09-05,Entrega com Avaria,3,On Time,Avaria
209,Dra. Melissa Rodrigues,Piauí,22,2,Nascimento,1236,50,4798.64,39,2023-05-28,2023-06-07,Sem Ocorrência,10,On Time,In Full
211,Lucas Pires,Alagoas,27,2,Nascimento,937,48,4124.55,39,2023-01-29,2023-02-01,Sem Ocorrência,3,On Time,In Full
215,Vinicius Duarte,Mato Grosso,51,2,Nascimento,817,14,3908.2,14,2023-05-15,2023-05-24,Entrega com Avaria,9,On Time,Avaria
216,Caio da Mota,Pará,15,2,Nascimento,1568,30,4124.2,20,2023-05-13,2023-05-17,Entrega com Avaria,4,On Time,Avaria
222,Sra. Maria Julia Jesus,Rio Grande do Sul,43,2,Nascimento,2283,17,695.54,31,2023-02-08,2023-02-20,Sem Ocorrência,12,On Time,In Full
223,Dr. Thales Jesus,Mato Grosso do Sul,50,2,Nascimento,1499,1,3409.17,7,2023-07-24,2023-08-01,Sem Ocorrência,8,Late Time,Avaria
227,Bryan Silveira,Mato Grosso,51,2,Nascimento,1327,8,4717.49,10,2023-07-28,2023-08-12,Sem Ocorrência,15,Late Time,Avaria
227,Bryan Silveira,Mato Grosso,51,2,Nascimento,1366,14,93.67,9,2023-09-24,2023-10-14,Sem Ocorrência,20,Late Time,Avaria
232,Heitor da Rosa,Minas Gerais,31,2,Nascimento,1006,39,3760.86,29,2023-11-04,2023-12-04,Sem Ocorrência,30,Late Time,Avaria
233,Renan Rezende,Acre,12,2,Nascimento,2269,43,4866.43,30,2023-01-24,2023-02-15,Sem Ocorrência,22,On Time,In Full
242,Maria Luiza Carvalho,São Paulo,35,2,Nascimento,1640,25,1439.78,21,2023-04-25,2023-05-14,Entrega com Avaria,19,On Time,Avaria
247,Esther Ribeiro,Bahia,29,2,Nascimento,1091,43,3690.39,17,2023-11-07,2023-11-09,Sem Ocorrência,2,On Time,In Full
250,Larissa da Luz,Amazonas,13,2,Nascimento,1950,8,314.05,8,2023-08-07,2023-08-10,Entrega com Avaria,3,On Time,Avaria
254,Calebe Carvalho,Pará,15,2,Nascimento,580,35,2382.05,1,2023-05-16,2023-06-07,Entrega com Avaria,22,Late Time,Avaria
255,Marcos Vinicius Mendes,Pará,15,2,Nascimento,2220,42,4399.04,32,2023-09-19,2023-10-18,Entrega com Avaria,29,On Time,Avaria
255,Marcos Vinicius Mendes,Pará,15,2,Nascimento,2394,12,1819.56,5,2023-04-18,2023-05-11,Entrega com Avaria,23,Late Time,Avaria
258,Maria Fernanda Alves,Alagoas,27,2,Nascimento,653,14,3216.38,28,2023-05-23,2023-05-29,Entrega com Avaria,6,On Time,Avaria
262,Henrique Alves,Amazonas,13,2,Nascimento,254,42,4988.31,18,2023-05-12,2023-06-03,Entrega com Avaria,22,Late Time,Avaria
263,Leandro Sales,Rio Grande do Sul,43,2,Nascimento,2219,2,2793.44,16,2023-07-29,2023-08-08,Entrega com Avaria,10,On Time,Avaria
263,Leandro Sales,Rio Grande do Sul,43,2,Nascimento,2429,31,4697.59,38,2023-03-08,2023-03-10,Entrega com Avaria,2,On Time,Avaria
275,Guilherme Porto,São Paulo,35,2,Nascimento,206,38,3860.88,39,2023-03-01,2023-03-12,Entrega com Avaria,11,On Time,Avaria
278,Sr. Kaique Duarte,Amapá,16,2,Nascimento,1230,31,649.39,9,2023-02-19,2023-03-14,Entrega com Avaria,23,Late Time,Avaria
279,Lucca da Mata,Sergipe,28,2,Nascimento,2194,2,414.86,28,2023-09-14,2023-09-25,Sem Ocorrência,11,On Time,In Full
281,Isaac da Mota,Rio de Janeiro,33,2,Nascimento,143,21,3472.31,30,2023-07-21,2023-08-14,Entrega com Avaria,24,On Time,Avaria
283,Srta. Maria Vitória da Costa,Mato Grosso do Sul,50,2,Nascimento,102,13,1744.33,39,2023-03-28,2023-04-01,Sem Ocorrência,4,On Time,In Full
290,Lorena Novaes,São Paulo,35,2,Nascimento,1137,12,3129.78,21,2023-04-08,2023-05-02,Entrega com Avaria,24,Late Time,Avaria
290,Lorena Novaes,São Paulo,35,2,Nascimento,2050,39,2547.05,12,2023-01-23,2023-02-02,Entrega com Avaria,10,On Time,Avaria
293,Vitor Porto,Roraima,14,2,Nascimento,1554,40,1197.02,15,2023-12-13,2023-12-25,Entrega com Avaria,12,On Time,Avaria
294,Davi Luiz Melo,Amapá,16,2,Nascimento,704,15,3376.93,14,2023-09-28,2023-10-23,Entrega com Avaria,25,Late Time,Avaria
295,Srta. Ana Clara Carvalho,São Paulo,35,2,Nascimento,2002,23,2992.47,40,2023-11-04,2023-11-14,Entrega com Avaria,10,On Time,Avaria
299,Sr. Davi Lucas Almeida,Rio de Janeiro,33,2,Nascimento,630,14,1542.71,2,2023-02-04,2023-02-12,Entrega com Avaria,8,Late Time,Avaria
301,Caroline Lopes,Amapá,16,2,Nascimento,1299,35,800.87,21,2023-07-16,2023-08-09,Sem Ocorrência,24,Late Time,Avaria
302,Júlia Monteiro,Sergipe,28,2,Nascimento,1762,15,3356.05,16,2023-01-08,2023-01-29,Entrega com Avaria,21,Late Time,Avaria
304,Luiz Otávio da Rocha,Pernambuco,26,2,Nascimento,1532,8,3628.38,11,2023-08-18,2023-09-14,Entrega com Avaria,27,Late Time,Avaria
307,Sr. Enrico Souza,Rio Grande do Sul,43,2,Nascimento,1731,7,4772.58,2,2023-09-11,2023-09-22,Entrega com Avaria,11,Late Time,Avaria
308,Kevin Cavalcanti,Roraima,14,2,Nascimento,83,44,3588.42,11,2023-05-10,2023-05-29,Entrega com Avaria,19,Late Time,Avaria
309,Vitor Alves,Tocantins,17,2,Nascimento,1823,14,2110.74,3,2023-10-14,2023-10-22,Entrega com Avaria,8,Late Time,Avaria
312,Dra. Brenda Moraes,Pará,15,2,Nascimento,2366,43,1820.69,22,2023-01-13,2023-01-16,Entrega com Avaria,3,On Time,Avaria
315,Alícia Nogueira,Rio Grande do Norte,24,2,Nascimento,1713,43,4661.8,24,2023-03-04,2023-03-31,Entrega com Avaria,27,Late Time,Avaria
319,Larissa Caldeira,Rondônia,11,2,Nascimento,1090,37,62.17,35,2023-09-04,2023-09-10,Entrega com Avaria,6,On Time,Avaria
321,Danilo Moura,Maranhão,21,2,Nascimento,3,28,752.51,27,2023-06-02,2023-06-03,Sem Ocorrência,1,On Time,In Full
324,João Felipe Viana,Rio Grande do Norte,24,2,Nascimento,875,36,4039.26,32,2023-02-13,2023-03-13,Entrega com Avaria,28,On Time,Avaria
330,Enrico Azevedo,Paraíba,25,2,Nascimento,2195,4,68.95,20,2023-03-14,2023-04-03,Sem Ocorrência,20,On Time,In Full
332,Vinicius Barbosa,Rio Grande do Norte,24,2,Nascimento,2035,21,1201.96,41,2023-05-07,2023-05-10,Entrega com Avaria,3,On Time,Avaria
333,Davi Luiz Correia,Acre,12,2,Nascimento,490,19,3730.73,1,2023-06-09,2023-06-14,Entrega com Avaria,5,Late Time,Avaria
342,Otávio Alves,Amazonas,13,2,Nascimento,1752,3,1642.24,40,2023-12-23,2023-12-31,Entrega com Avaria,8,On Time,Avaria
346,Marina Pires,Ceará,23,2,Nascimento,990,1,4020.41,16,2023-01-14,2023-01-28,Sem Ocorrência,14,On Time,In Full
347,Vitor Cardoso,Maranhão,21,2,Nascimento,2341,22,3603.34,17,2023-08-05,2023-08-12,Entrega com Avaria,7,On Time,Avaria
348,Sr. Thomas Pereira,Piauí,22,2,Nascimento,1605,18,564.26,38,2023-07-24,2023-08-18,Sem Ocorrência,25,On Time,In Full
350,Alexia da Rocha,Paraná,41,2,Nascimento,1281,51,4414.98,36,2023-08-12,2023-08-25,Sem Ocorrência,13,On Time,In Full
355,Felipe da Cruz,Sergipe,28,2,Nascimento,1306,27,2254.84,8,2023-08-16,2023-08-18,Entrega com Avaria,2,On Time,Avaria
356,Sr. Renan Ribeiro,Rio Grande do Sul,43,2,Nascimento,379,14,3712.93,21,2023-09-13,2023-09-22,Sem Ocorrência,9,On Time,In Full
358,Natália da Cruz,Amazonas,13,2,Nascimento,867,24,30.4,32,2023-05-11,2023-05-22,Entrega com Avaria,11,On Time,Avaria
360,Mariana Porto,Rio Grande do Norte,24,2,Nascimento,2100,14,4715.59,38,2023-05-12,2023-05-26,Sem Ocorrência,14,On Time,In Full
365,Enzo Gabriel Moura,Mato Grosso,51,2,Nascimento,1133,41,1624.73,14,2023-01-28,2023-02-02,Sem Ocorrência,5,On Time,In Full
368,Sr. Igor Lima,Minas Gerais,31,2,Nascimento,645,31,992.21,2,2023-08-30,2023-09-18,Sem Ocorrência,19,Late Time,Avaria
368,Sr. Igor Lima,Minas Gerais,31,2,Nascimento,1237,48,1370.98,1,2023-06-29,2023-07-12,Sem Ocorrência,13,Late Time,Avaria
372,Luiz Miguel Dias,Amapá,16,2,Nascimento,1186,47,2346.25,12,2023-01-11,2023-01-28,Entrega com Avaria,17,Late Time,Avaria
376,Ana Clara Freitas,Santa Catarina,42,2,Nascimento,2338,26,1134.3,24,2023-11-28,2023-12-01,Entrega com Avaria,3,On Time,Avaria
379,Joana Rodrigues,Rondônia,11,2,Nascimento,1068,11,3300.49,27,2023-04-15,2023-04-17,Entrega com Avaria,2,On Time,Avaria
380,Laura Carvalho,Amapá,16,2,Nascimento,685,50,740.59,18,2023-01-11,2023-01-29,Sem Ocorrência,18,On Time,In Full
383,Ana Lívia Oliveira,Piauí,22,2,Nascimento,1812,51,1571.75,18,2023-03-25,2023-03-30,Sem Ocorrência,5,On Time,In Full
386,Dr. Bernardo Rezende,Santa Catarina,42,2,Nascimento,376,46,1435.24,17,2023-05-10,2023-05-21,Sem Ocorrência,11,On Time,In Full
386,Dr. Bernardo Rezende,Santa Catarina,42,2,Nascimento,389,11,2032.83,37,2023-10-12,2023-10-17,Sem Ocorrência,5,On Time,In Full
386,Dr. Bernardo Rezende,Santa Catarina,42,2,Nascimento,2127,10,1639.86,5,2023-12-04,2023-12-07,Sem Ocorrência,3,On Time,In Full
388,Sr. Heitor Melo,Espírito Santo,32,2,Nascimento,1755,30,4525.46,33,2023-10-28,2023-11-12,Entrega com Avaria,15,On Time,Avaria
393,Sr. Vitor Gabriel da Luz,Goiás,52,2,Nascimento,1183,43,1076.81,25,2023-12-09,2023-12-15,Entrega com Avaria,6,On Time,Avaria
409,Bruna Moraes,Paraná,41,2,Nascimento,1716,24,2613.4,6,2023-08-13,2023-08-15,Entrega com Avaria,2,On Time,Avaria
411,Srta. Rebeca Rodrigues,Paraíba,25,2,Nascimento,907,17,314.84,30,2023-12-18,2023-12-31,Entrega com Avaria,13,On Time,Avaria
424,Matheus Cardoso,Tocantins,17,2,Nascimento,1788,46,1344.66,30,2023-11-07,2023-12-04,Sem Ocorrência,27,On Time,In Full
425,Larissa Moreira,Espírito Santo,32,2,Nascimento,37,16,1617.6,32,2023-02-06,2023-03-08,Entrega com Avaria,30,On Time,Avaria
425,Larissa Moreira,Espírito Santo,32,2,Nascimento,294,39,3456.28,7,2023-09-12,2023-10-03,Entrega com Avaria,21,Late Time,Avaria
427,Igor Rodrigues,Bahia,29,2,Nascimento,2253,9,3720.77,30,2023-01-31,2023-02-21,Sem Ocorrência,21,On Time,In Full
433,Felipe Duarte,Tocantins,17,2,Nascimento,303,34,4616.79,36,2023-11-06,2023-11-27,Sem Ocorrência,21,On Time,In Full
438,Erick Dias,Goiás,52,2,Nascimento,453,31,2568.75,24,2023-04-23,2023-05-23,Sem Ocorrência,30,Late Time,Avaria
439,Dr. Enrico da Conceição,Bahia,29,2,Nascimento,1069,28,154.61,9,2023-03-01,2023-03-18,Entrega com Avaria,17,Late Time,Avaria
439,Dr. Enrico da Conceição,Bahia,29,2,Nascimento,1427,13,3527.17,29,2023-08-07,2023-09-04,Sem Ocorrência,28,On Time,In Full
450,Caio Nogueira,Minas Gerais,31,2,Nascimento,305,33,3424.05,30,2023-08-05,2023-08-18,Entrega com Avaria,13,On Time,Avaria
455,Gabriela Duarte,Goiás,52,2,Nascimento,124,41,4770.5,35,2023-01-01,2023-01-10,Entrega com Avaria,9,On Time,Avaria
456,Kamilly Melo,Amapá,16,2,Nascimento,1042,3,3731.07,35,2023-01-24,2023-02-10,Sem Ocorrência,17,On Time,In Full
462,Dra. Ana Vitória Martins,Mato Grosso,51,2,Nascimento,1614,9,2050.57,9,2023-12-26,2023-12-31,Entrega com Avaria,5,On Time,Avaria
463,Lara Pires,Bahia,29,2,Nascimento,1309,7,2393.27,12,2023-09-29,2023-10-26,Entrega com Avaria,27,Late Time,Avaria
465,Matheus Castro,Alagoas,27,2,Nascimento,948,4,1681.3,37,2023-08-25,2023-09-04,Entrega com Avaria,10,On Time,Avaria
467,Felipe Melo,Santa Catarina,42,2,Nascimento,677,42,3465.45,28,2023-05-13,2023-05-15,Entrega com Avaria,2,On Time,Avaria
468,Clara Jesus,Distrito Federal,53,2,Nascimento,654,10,1091.97,27,2023-07-24,2023-08-05,Entrega com Avaria,12,On Time,Avaria
469,Thiago Barros,Acre,12,2,Nascimento,467,32,396.71,19,2023-11-15,2023-11-22,Sem Ocorrência,7,On Time,In Full
472,Maria Eduarda Mendes,Rio de Janeiro,33,2,Nascimento,2327,5,3590.16,23,2023-03-26,2023-04-24,Sem Ocorrência,29,Late Time,Avaria
474,Isadora Pires,Ceará,23,2,Nascimento,893,9,2928.72,16,2023-11-15,2023-11-19,Sem Ocorrência,4,On Time,In Full
475,Maria Clara Rodrigues,Paraná,41,2,Nascimento,1262,11,1269.13,4,2023-09-12,2023-09-22,Entrega com Avaria,10,Late Time,Avaria
481,André Silva,Alagoas,27,2,Nascimento,191,30,3155.4,33,2023-07-31,2023-08-13,Entrega com Avaria,13,On Time,Avaria
485,Stella Moraes,Paraná,41,2,Nascimento,241,43,3712.67,9,2023-07-21,2023-08-12,Sem Ocorrência,22,Late Time,Avaria
488,Davi Lucca Freitas,Mato Grosso do Sul,50,2,Nascimento,657,27,2961.45,5,2023-11-27,2023-12-16,Sem Ocorrência,19,Late Time,Avaria
490,Helena Nogueira,Rio Grande do Sul,43,2,Nascimento,1087,19,4240.37,39,2023-01-06,2023-01-13,Sem Ocorrência,7,On Time,In Full
491,Sr. Vicente da Rocha,Amazonas,13,2,Nascimento,331,25,837.0,22,2023-07-10,2023-07-30,Sem Ocorrência,20,On Time,In Full
494,Pietra Melo,Bahia,29,2,Nascimento,610,28,2360.65,16,2023-09-27,2023-10-11,Sem Ocorrência,14,On Time,In Full
499,Igor Rocha,Pernambuco,26,2,Nascimento,1678,48,1109.52,32,2023-12-25,2023-12-31,Entrega com Avaria,6,On Time,Avaria
499,Igor Rocha,Pernambuco,26,2,Nascimento,1998,19,3781.78,20,2023-07-28,2023-08-23,Entrega com Avaria,26,Late Time,Avaria
4,Igor Martins,Rio de Janeiro,33,8,Gonçalves Ltda.,2032,1,2560.42,19,2023-09-12,2023-10-06,Entrega com Avaria,24,Late Time,Avaria
